userID,recommended_itemIDs
817, 318 593 2858 2028 2762 858 1198 260 608 1617
819, 2762 318 2858 260 593 1198 2028 1196 1197 858
825, 318 2762 1198 593 858 1196 1197 608 1617 1193
829, 858 260 1198 912 593 318 750 541 919 2858
849, 260 1198 2028 858 593 2762 1196 2858 1197 589
857, 858 2858 608 1213 318 593 1193 2997 1617 912
859, 858 260 1198 912 1196 919 750 318 1197 1193
861, 318 260 1198 2762 593 858 1196 2858 1197 608
863, 260 318 1198 858 2762 593 2858 2028 1196 1197
869, 260 1198 2762 1196 2028 318 1197 1291 593 589
875, 2762 260 1196 1198 2858 1197 2028 858 1136 1148
883, 318 2858 2762 260 1198 1196 1197 593 858 2028
885, 2762 318 260 2858 858 1198 593 1196 2028 1197
887, 858 318 2858 593 608 2762 912 1193 2028 2396
889, 1198 858 1196 2028 318 593 2762 1214 1197 589
893, 2762 318 260 2858 1198 858 593 1197 1196 2396
903, 2762 318 858 593 260 1198 2858 1196 1193 589
905, 858 1198 1196 750 318 593 912 2028 608 1136
909, 260 1198 858 318 1196 2762 2858 1197 593 912
911, 1198 260 2028 1196 318 858 593 1197 1387 1214
917, 318 1198 2028 260 593 858 2762 1196 2858 1197
923, 260 858 1198 318 2762 593 1196 2858 2028 1197
933, 2762 593 2028 260 2858 1198 858 1197 1196 608
935, 2762 318 2858 260 858 593 1198 2028 1197 1196
937, 318 858 260 2762 1198 593 2858 2028 1196 912
941, 858 260 1198 318 608 593 2858 1193 912 750
943, 858 318 593 1196 2028 2762 608 2858 1193 1197
947, 2858 318 593 2997 608 858 1213 2028 260 1617
959, 318 858 593 608 2028 2762 1617 260 1198 1213
985, 318 2762 2858 593 2028 858 260 2396 1198 608
997, 2762 318 593 260 2028 2396 858 1198 1197 912
1005, 318 2762 2858 858 593 260 2028 1196 608 1197
1007, 858 260 2858 2762 1198 593 2028 912 1196 608
1009, 260 858 1198 912 1196 318 750 593 2858 919
1025, 858 1198 260 318 593 608 2028 2858 1196 1213
1039, 858 318 593 912 2762 260 608 1198 919 2396
1045, 318 260 1198 858 593 2028 2762 1197 608 1617
1049, 2762 318 858 593 260 2858 1198 2028 912 919
1051, 318 858 593 2762 2858 2028 608 260 1198 1193
1053, 318 2762 858 260 593 1198 2028 1196 608 1197
1057, 858 2858 608 318 593 260 1198 1193 912 750
1061, 260 2762 1198 318 1196 1197 2028 1270 1291 457
1069, 2762 318 2858 593 858 260 1198 2028 608 1196
1073, 858 260 318 1193 2858 750 1198 608 593 919
1077, 260 318 1196 858 2762 593 2858 1136 1193 608
1079, 2858 593 2762 858 2028 608 1198 260 1617 1193
1081, 260 1196 2028 1197 858 593 2762 1270 457 2858
1085, 2762 260 1198 1196 3147 1240 457 1291 1270 3753
1089, 318 260 593 1198 2762 2028 858 2858 1196 1197
1091, 318 2762 2396 919 260 912 1197 1198 858 593
1093, 2762 260 318 1198 593 2028 858 2858 1196 1197
1105, 2762 318 2858 593 260 858 1198 2028 1197 912
1113, 260 858 1198 1196 593 318 2028 1136 608 750
1119, 2762 260 1198 2028 318 593 1196 858 589 457
1133, 260 2762 318 858 593 1197 2028 2858 541 919
1135, 318 260 1198 2762 858 593 2028 2858 1196 1197
1139, 318 260 1198 2762 2028 1196 593 1197 858 457
1141, 260 1198 318 2762 2028 1196 858 1197 2858 589
1149, 260 1198 318 1196 2028 593 1197 589 858 457
1157, 318 260 2028 593 2762 858 1196 2858 1197 608
1167, 318 260 2762 858 1198 593 2028 1196 1197 608
1171, 858 318 260 1198 593 2858 2762 2028 1196 608
1175, 2858 608 912 318 1193 2762 908 1148 2997 919
1177, 2762 318 260 593 858 1198 2028 1196 1197 2396
1183, 2762 318 260 2858 1198 593 858 2028 1197 2396
1189, 318 2762 2858 593 2028 858 1198 260 608 1617
1197, 318 2762 2858 593 858 260 2028 1198 1197 1196
1201, 318 593 858 2028 608 2762 1198 260 1617 1213
1205, 260 858 1198 318 593 2028 1196 2762 2858 1197
1219, 858 260 1198 318 593 608 1196 1136 750 1193
1221, 318 858 260 1198 593 2028 1196 608 1197 1617
1227, 2762 318 260 1198 1196 593 2858 1197 858 2028
1229, 1198 2028 858 318 593 2762 1196 1197 2858 589
1233, 318 2762 2858 858 593 260 1198 2028 1196 608
1239, 858 260 1198 318 2858 593 1196 608 2028 2762
1247, 858 318 1198 2762 593 2858 2028 1196 608 1197
1255, 318 260 1198 858 2762 593 2858 1196 2028 1197
1257, 260 2762 1198 318 1196 2028 1197 593 1270 858
1273, 858 1198 260 2028 318 2762 593 912 1304 457
1277, 2762 318 1198 2028 593 858 1197 2396 919 3147
1281, 318 260 2762 1198 858 2858 593 2028 1196 2396
1285, 858 593 318 2762 2858 260 608 1198 2028 1196
1293, 2762 318 593 2028 3147 457 1198 260 3753 3408
1295, 2858 318 2762 858 593 608 260 2028 1198 1193
1303, 318 593 2028 2858 457 1198 260 2396 858 2324
1309, 608 2858 2997 1193 2908 858 908 750 2599 1617
1311, 858 750 912 260 923 1198 908 904 541 1136
1323, 2762 318 260 2028 1198 593 2858 1197 1196 2396
1325, 260 1196 1198 2762 858 541 2858 593 1214 589
1331, 2858 2762 2324 593 608 2908 2336 2997 1148 2692
1333, 2762 318 260 2858 1198 593 858 1196 2028 1197
1341, 750 858 608 924 1136 260 1206 2997 1214 2858
1345, 2858 2997 912 608 2908 1252 2599 1207 1172 908
1347, 1198 858 593 318 2762 589 1240 1387 1214 1270
1353, 608 1193 2858 924 1219 750 908 1252 593 904
1361, 260 2762 1198 318 2028 1196 593 2858 858 1197
1365, 2762 318 260 1198 2028 593 2858 1196 1197 457
1379, 2858 2762 260 318 593 1196 1198 1197 541 1136
1385, 2858 318 858 912 2762 593 2396 608 260 1193
1391, 858 2858 593 2762 1193 1617 912 2028 260 908
1395, 858 2858 260 2762 593 1198 1196 541 2028 2997
1397, 2858 858 2762 260 593 1196 1198 1197 2028 541
1399, 858 2858 608 318 593 2762 912 1193 260 2997
1417, 2858 858 608 260 912 318 593 750 2997 1198
1423, 2858 318 593 2028 260 2396 3408 589 1198 1196
1431, 2762 1198 260 2028 589 318 593 1291 1270 1200
1435, 2762 318 2028 3753 3147 260 1198 457 593 1196
1449, 2858 2762 608 593 2396 858 1193 2324 1617 912
1461, 1148 919 2762 920 2396 1197 913 898 910 908
1471, 2762 318 593 260 2028 1197 1198 1196 858 3408
1477, 2762 318 2028 593 260 1198 2858 3147 457 589
1479, 858 2858 260 318 608 2762 593 912 1193 1198
1481, 2762 2858 318 593 2028 858 260 1198 608 1617
1491, 318 2028 593 2762 858 2858 1198 260 608 457
1493, 2762 318 260 2858 1197 593 1198 2396 1196 2028
1501, 858 2858 318 2762 593 608 912 260 1193 1198
1507, 2762 318 3753 593 589 3147 2858 2706 260 733
1511, 858 608 1213 2858 1198 260 1193 2028 318 1617
1515, 318 2762 260 1198 593 858 2858 2028 1196 1197
1527, 260 1196 1198 1197 1136 858 318 2762 2028 593
1529, 2762 733 2028 589 1198 3753 780 318 260 3147
1531, 2858 260 318 1198 858 1196 593 608 2762 2028
1539, 1196 260 1198 2858 318 1136 593 2028 1200 1291
1577, 1198 2028 589 260 2762 593 457 1240 858 318
1583, 608 858 2858 593 1213 318 1193 1617 2028 2762
1613, 2762 318 260 1198 2028 593 2858 1196 858 1197
1617, 2762 318 260 2028 1198 593 1196 457 589 2858
1619, 318 608 858 593 2858 2028 1617 2762 1198 1193
1623, 318 2762 2858 593 2028 858 2396 1197 2324 608
1625, 318 2762 593 608 858 2396 2028 1617 1193 2324
1629, 318 2762 593 260 2028 1198 1197 1196 858 2997
1633, 2762 260 1196 318 1198 2028 589 2858 2706 1240
1645, 2762 318 2028 593 2396 457 1198 260 3147 3408
1651, 858 608 2858 593 318 750 1193 260 912 1198
1657, 858 608 750 1193 912 260 593 541 318 923
1659, 2762 858 593 318 2858 260 2028 1198 912 608
1661, 858 318 593 2762 2028 1198 260 608 1213 1193
1675, 2762 2858 318 593 2692 1148 858 2997 2028 608
1679, 858 260 1198 2858 608 593 1193 912 2762 919
1689, 318 2028 260 1198 2858 457 1196 589 858 3147
1693, 318 858 2858 608 593 1198 260 2762 2028 1617
1701, 2762 318 260 593 1198 2028 2858 1196 1197 589
1717, 858 593 2762 2858 608 260 541 318 2028 1198
1727, 858 608 2858 541 1193 2997 593 260 1213 923
1745, 858 912 608 908 1193 904 750 1252 1247 1207
1751, 260 1198 1196 2028 2762 589 1200 318 1270 1291
1753, 2762 260 1198 1196 2028 589 318 858 1240 1197
1757, 2762 318 2858 260 593 2396 858 1198 1197 2028
1761, 2762 260 2858 318 1198 593 858 2028 1197 541
1763, 858 260 1198 593 541 2028 1240 608 1214 1213
1771, 2858 858 318 2762 912 593 608 260 1193 2997
1789, 318 2762 2858 593 260 858 1198 2028 1197 1196
1791, 2762 318 2858 3408 593 2396 2336 2028 3147 2706
1803, 318 2858 260 858 1198 912 2762 1197 1196 593
1807, 2762 2028 593 318 589 260 1198 1240 2858 457
1823, 858 318 593 2858 260 1193 2762 1198 2028 1617
1831, 2858 858 912 1148 750 1193 608 593 1136 260
1833, 1198 858 1196 541 593 2028 750 2858 1240 589
1835, 2762 260 318 1198 2028 1196 457 593 589 1197
1851, 2762 318 1198 2858 593 1196 2028 1197 858 589
1861, 858 750 912 923 608 1252 904 924 260 1193
1867, 1198 260 318 858 2028 2762 1196 608 2858 1617
1889, 2762 260 318 2028 589 457 3753 3147 1291 1240
1891, 858 260 593 318 2028 2762 1198 2858 1196 1213
1897, 1198 1240 1200 1214 2762 2028 858 1270 1387 1374
1905, 858 260 750 1198 1136 541 2858 608 912 593
1909, 318 2028 593 2762 1198 858 260 2858 608 1617
1915, 912 750 1252 2858 923 908 922 111 904 924
1921, 2762 318 2028 457 593 3147 1198 589 260 3408
1925, 1198 2762 2028 318 858 593 589 2858 1240 1270
1929, 858 608 2858 593 318 1213 1198 1617 2028 750
1937, 318 2762 2858 2396 260 593 2028 912 2997 1148
1939, 2028 318 589 1198 3753 3147 260 733 1196 2706
1949, 593 2028 858 2762 589 318 1240 1214 457 1387
1955, 858 608 318 593 1193 1617 2762 2028 1213 260
1957, 2762 318 3753 3408 3147 2028 2706 2858 593 457
1959, 858 608 593 1213 260 1198 2858 318 2762 1214
1961, 593 2858 608 858 318 2762 2028 260 1213 1617
1965, 2762 318 260 1198 1197 2028 1196 3147 3753 593
1969, 2762 2028 593 260 1198 589 318 1196 2858 1240
1979, 2762 318 593 260 1198 858 2858 2028 1196 608
1985, 2762 2858 858 2396 593 1148 919 912 1193 2324
1993, 2762 318 2858 593 2028 260 858 1198 2396 1196
1995, 318 2762 3408 2336 1148 2908 2396 2858 3083 838
1997, 2762 318 260 2028 3147 2858 593 1196 3753 2706
2001, 2858 318 2396 593 2959 2692 1148 3408 2336 2908
2005, 318 2762 2028 260 858 2858 1196 457 1197 589
2013, 260 858 1196 593 2028 318 2762 2858 608 1214
2017, 318 2762 2858 593 260 858 2028 1198 1196 608
2019, 858 593 260 1198 1196 1617 1193 2028 541 1214
2023, 318 2762 260 1198 593 858 2858 2028 2396 1197
2027, 1148 912 318 2858 919 2762 858 2396 1197 2997
2033, 2762 1214 541 858 260 1240 593 589 1219 1198
2059, 1198 260 2028 1196 858 593 318 1240 1387 589
2063, 2762 2858 318 593 260 2028 1198 1196 858 1197
2069, 318 2762 2858 260 593 2028 1198 858 1196 2396
2077, 2762 318 593 2028 2858 1198 260 858 2396 457
2079, 858 2858 260 318 593 608 1213 541 1617 2762
2085, 318 2762 2858 593 858 260 1198 2028 1197 2396
2087, 260 858 1198 750 1196 541 1136 1214 912 608
2099, 2858 318 593 2762 2028 1617 858 1213 2997 1198
2101, 318 260 1198 1196 1197 2858 2028 593 2396 1291
2121, 260 858 1198 318 593 1196 2028 2762 2858 608
2127, 2858 2762 593 2028 1196 1197 2396 858 1617 457
2133, 318 858 2762 260 608 1193 1198 2028 1617 912
2145, 908 913 1148 922 926 923 750 1212 904 858
2151, 260 1198 1196 2762 2858 858 318 593 1197 2028
2179, 2762 318 2028 593 260 3147 2858 1198 3753 457
2185, 2762 593 318 858 589 2858 1198 260 457 608
2193, 2762 2858 318 593 2028 260 1196 589 1197 2959
2195, 260 1198 1196 318 2858 593 912 2762 608 2028
2197, 2997 858 608 923 912 1252 111 1206 924 908
2201, 260 1196 2762 318 858 2028 593 1136 1270 919
2207, 2762 318 2858 593 858 608 260 1198 1617 1213
2209, 260 1198 593 2028 1214 1196 1240 2762 318 1387
2221, 2762 318 858 2858 593 2396 260 912 919 1198
2223, 318 260 1196 593 1197 2762 2858 858 1617 457
2229, 2762 318 2858 593 260 1198 2028 2396 1196 858
2231, 2762 2858 318 919 2396 908 2336 912 593 858
2241, 2762 260 858 318 593 1198 2858 2028 1196 608
2243, 593 2762 858 318 608 2858 2028 260 1198 1213
2247, 858 260 593 318 1196 608 2762 2028 541 1617
2249, 318 2762 2028 593 2396 2858 1198 457 2324 1197
2257, 2762 318 260 2028 593 1198 2858 3147 3753 457
2261, 260 858 1198 912 2858 2762 593 750 1197 2028
2263, 260 1198 1196 2762 1240 1200 1214 2028 589 858
2267, 608 260 750 1198 2858 1193 1213 1617 908 2762
2277, 2762 2324 593 2997 2396 1617 1193 2028 858 1197
2297, 1148 2858 2997 318 2762 1197 2396 912 2692 1136
2299, 912 922 923 750 1148 3435 908 1248 913 926
2305, 2762 260 1198 318 2028 858 1196 589 2858 1240
2313, 2762 318 260 2858 1198 593 2028 1196 858 1197
2321, 750 858 912 2997 608 923 1252 1193 924 913
2323, 858 608 260 1198 593 912 750 2028 1213 2762
2333, 2762 318 2858 2396 260 3408 1197 2028 1148 1196
2335, 318 2762 593 858 2028 1617 608 2997 1193 1197
2341, 260 2762 318 1198 858 593 1196 2858 2028 1197
2357, 858 2858 593 750 260 2762 541 912 1193 318
2359, 858 608 750 912 2858 1193 2997 260 923 318
2363, 858 260 1198 750 912 1193 593 919 541 1136
2367, 2762 318 2028 3147 593 457 260 1198 733 1197
2369, 2762 318 593 2028 260 1198 3147 1197 1196 2396
2383, 318 2762 2858 2396 593 2028 260 2324 858 1197
2391, 318 2762 2858 858 608 2028 2396 260 1198 1617
2393, 2762 318 2858 593 2028 260 1198 858 2396 1197
2395, 318 2028 1198 260 3147 457 1196 589 780 1197
2397, 318 2858 593 608 2028 858 1198 260 1213 1193
2409, 318 2762 2858 2396 1148 593 2336 912 2908 858
2411, 858 541 1200 593 1198 924 1240 1196 589 1387
2413, 260 1198 1196 2762 318 2028 1197 1270 1291 457
2415, 318 2762 2858 858 260 593 1198 2028 1196 608
2417, 318 2858 2762 593 2028 1198 858 457 1617 1213
2429, 260 1196 2762 1198 2858 318 593 858 2028 1136
2443, 318 2762 593 2858 608 858 2028 2396 1617 1198
2459, 1196 2762 1198 318 1197 593 2028 589 858 2716
2485, 858 2858 593 318 608 2762 1193 1198 2028 1617
2487, 2858 608 1213 2997 593 858 1617 1193 2599 2762
2491, 2762 1196 1198 318 2028 589 1197 593 2858 858
2499, 318 2762 260 2858 858 593 2028 1198 1196 1197
2501, 858 608 750 260 1193 1198 541 912 593 1136
2509, 608 858 1193 318 1213 1617 2997 912 750 111
2511, 318 2762 2858 858 593 260 1198 2028 608 1196
2515, 912 858 750 908 923 913 2858 1148 904 919
2521, 2762 3408 2858 318 2706 3753 593 3147 3793 2028
2529, 260 858 1198 912 318 750 1196 608 919 1193
2531, 2762 260 1197 2858 1198 858 1148 593 2324 2028
2537, 318 2858 593 858 2028 2396 260 1198 608 1193
2551, 260 2858 1198 858 593 2762 318 2028 1196 1213
2553, 318 2762 858 593 260 1198 2028 608 1197 919
2559, 2762 318 3753 3147 2028 3408 2396 260 593 457
2563, 858 260 318 1198 2028 593 2858 2762 1196 608
2567, 318 858 2762 593 608 1193 1617 2028 1213 2396
2579, 318 2762 593 2858 858 2028 260 608 1198 1213
2581, 912 750 923 908 913 1252 858 922 1212 1247
2591, 260 1198 1197 1148 1196 858 912 2762 318 919
2597, 858 1196 1148 912 2762 541 750 1136 919 924
2599, 2762 318 2858 593 2028 3408 589 3147 3753 260
2601, 260 1198 2762 593 2028 858 1196 2858 457 1270
2613, 260 1198 2762 858 1196 593 2028 318 589 2858
2615, 2762 260 1198 318 1196 593 2028 858 2858 1197
2619, 1148 2858 318 2762 912 2997 919 858 2396 1197
2621, 2762 318 2028 1198 593 3753 2396 3147 457 1270
2623, 260 1198 1196 858 1197 1136 750 1200 1214 2028
2625, 318 2762 2858 260 1198 593 1197 1196 2396 858
2627, 2762 318 2028 3147 593 589 1198 733 780 260
2661, 318 2858 2762 2396 593 858 912 2997 2324 1617
2667, 912 1148 2858 919 913 908 750 260 318 904
2677, 318 2762 2028 593 457 858 2858 608 1617 1198
2681, 260 1198 318 858 593 2762 1196 2858 2028 1197
2697, 260 1198 589 2028 1196 2762 1240 593 457 1270
2709, 318 2858 2762 858 593 260 2028 608 2396 1198
2719, 318 260 1198 2858 593 858 1197 2028 1617 608
2721, 858 318 260 919 593 912 1198 608 1193 2858
2731, 318 593 2028 260 589 2858 457 1196 3147 1240
2757, 2762 318 593 2028 1198 260 858 2858 1196 589
2763, 858 912 750 608 923 908 2858 111 2997 904
2775, 2762 318 2858 3408 593 2028 3147 2396 3753 260
2781, 2762 318 2028 1198 260 593 457 2858 1196 858
2795, 2762 318 858 593 608 2396 1617 2028 1193 912
2797, 2762 318 2028 2858 1198 260 457 858 589 3147
2803, 260 858 1196 593 2028 608 2858 2762 750 1617
2817, 260 1198 858 593 2028 318 1214 589 1200 1240
2821, 608 2858 858 593 318 1213 1193 1617 2997 2762
2823, 2762 318 2028 260 2858 593 3147 1198 1196 457
2825, 608 858 912 2858 1193 318 750 2997 593 908
2827, 260 1198 1196 2762 318 1197 858 2028 593 2858
2843, 858 260 1198 318 608 750 2858 1197 1136 1193
2847, 2762 318 2028 593 1198 260 457 2858 3147 589
2853, 593 1198 260 589 1196 858 457 3147 1197 1240
2869, 318 2762 2858 593 858 2028 260 608 1198 2396
2871, 2858 318 608 593 858 1617 1213 1193 2997 260
2873, 858 593 1213 750 2858 912 1617 1198 318 260
2879, 260 1198 858 1196 2858 593 318 2762 1213 589
2883, 2762 2858 1148 2336 3083 3408 2908 2997 593 2692
2889, 318 260 1198 2762 593 2858 2028 1196 1197 608
2895, 2762 2858 593 2028 2336 2396 260 2908 2692 457
2903, 2762 318 593 2028 858 1198 2858 260 608 1196
2915, 260 858 1198 1196 318 2858 593 2762 1197 541
2939, 2762 2028 1198 260 318 593 589 1196 457 1240
2941, 2762 318 2858 593 858 260 2028 1198 2396 1197
2949, 608 2858 1193 593 1213 750 2997 1617 318 912
2953, 858 2858 2762 318 593 260 608 1198 912 1193
2957, 858 608 2858 318 593 1193 260 750 1617 1198
2959, 2858 2762 318 593 2959 260 2396 2997 2028 858
2961, 260 318 1198 1196 858 593 2858 1136 608 1617
2965, 318 2762 2997 2396 1148 593 2324 2692 2959 608
2967, 2858 318 608 593 1213 858 1617 2997 1193 2762
2983, 858 2858 593 608 318 1617 2028 1193 1213 1198
2987, 858 608 593 260 1198 1214 2028 2858 1213 541
2991, 2858 318 593 2762 2028 1196 1198 541 1197 608
2997, 2028 318 1198 260 593 1196 457 3147 1240 1291
3001, 2762 318 3753 3147 1198 1197 2396 1580 539 2028
3005, 260 1198 1196 858 2028 2762 593 1240 318 1214
3009, 2858 608 858 318 1193 593 1617 912 2599 2908
3019, 318 2762 858 912 2858 260 919 2396 1197 1148
3021, 260 858 1198 1196 912 1136 318 1197 919 593
3027, 593 2762 260 2028 858 2858 608 1196 1214 1617
3029, 318 593 2762 858 608 1617 1193 2396 2028 2324
3035, 858 260 318 1198 593 2762 2028 608 2858 1196
3039, 2762 318 2858 593 2028 260 858 1198 1197 2396
3041, 2858 858 912 318 1193 2997 593 1617 908 750
3043, 260 1198 2762 1196 2028 589 593 318 858 1197
3045, 858 260 1198 593 608 2858 2028 318 2762 1213
3055, 1198 858 2028 608 318 1200 1240 2858 589 1213
3057, 2762 318 260 1198 1196 1197 2858 593 2028 858
3061, 2858 2762 318 858 593 608 912 2396 1148 1193
3067, 2762 318 593 2028 2858 260 1198 858 2396 457
3079, 858 593 2858 318 2762 608 2028 912 1198 1213
3085, 2762 2028 1198 260 589 318 593 457 1196 1240
3087, 318 593 260 2997 858 1197 1198 2028 1196 608
3089, 858 260 318 912 593 2762 1198 2858 2028 1193
