userID,recommended_itemIDs
629, 2959 1198 1213 904 922 750 858 260 1178 1148
633, 2959 1198 1213 904 922 750 858 1178 260 1148
641, 2959 1198 1213 922 904 750 858 1178 912 1089
647, 2959 1198 1213 922 904 750 858 260 1178 1148
649, 2959 1198 1213 904 922 750 858 1178 260 1148
651, 2959 1198 1213 922 904 858 260 1178 1148 1089
657, 2959 1198 1213 904 922 858 1178 260 1148 912
659, 2959 1198 1213 904 922 858 260 912 1178 1148
665, 2959 1198 1213 904 922 750 858 1178 1148 260
667, 2959 1198 1213 904 922 750 858 260 1178 912
679, 2959 1198 1213 904 922 750 858 260 1178 912
683, 2959 1198 1213 922 904 750 858 260 1178 1089
687, 2959 1198 1213 904 922 750 858 260 1178 1148
691, 2959 1198 1213 922 904 750 858 260 1178 912
695, 2959 1198 1213 904 922 750 858 260 912 1178
697, 2959 1198 1213 904 922 750 858 1178 260 1148
701, 2959 1198 1213 922 904 750 858 260 1178 1148
715, 2959 1213 922 904 750 1178 1148 1089 912 318
717, 2959 1198 1213 922 904 750 858 260 1178 912
719, 2959 1198 1213 904 922 750 858 260 1178 1148
729, 2959 1198 1213 904 922 750 858 1178 1148 260
735, 904 922 750 858 260 1178 1148 1089 912 1207
737, 2959 1198 1213 922 904 750 858 260 1178 1148
741, 2959 1198 1213 922 904 858 260 1178 1089 1148
749, 2959 1198 904 922 750 858 260 1178 912 1148
751, 2959 1213 922 904 750 858 1178 912 1089 1148
757, 2959 1198 1213 904 922 750 858 1178 260 1148
759, 2959 1198 1213 904 922 750 858 260 1178 912
771, 2959 1198 1213 922 904 750 858 260 1178 1089
773, 2959 1198 1213 904 922 750 858 260 1178 1148
777, 2959 1198 1213 904 922 750 858 260 1178 912
779, 2959 1198 1213 904 750 858 260 1178 912 1089
785, 2959 1198 1213 904 922 750 858 260 1178 1089
791, 2959 1198 1213 922 904 750 858 260 1178 1089
797, 2959 1198 1213 922 904 750 858 260 1178 912
801, 2959 1198 1213 904 922 750 858 260 1178 912
817, 2959 1198 1213 904 922 750 858 260 1178 912
819, 2959 1198 1213 922 904 750 858 1178 260 1089
825, 2959 1198 1213 922 904 750 858 1178 1089 1148
829, 2959 1198 1213 904 922 750 858 260 912 1178
849, 2959 1198 1213 904 922 750 858 260 1178 912
857, 2959 1198 1213 904 922 858 1178 260 1089 1148
859, 2959 1198 1213 904 922 750 858 260 912 1178
861, 2959 1198 1213 904 922 750 858 260 1178 1089
863, 2959 1198 1213 922 904 750 858 260 1178 1089
869, 2959 1198 1213 904 922 750 858 1178 260 1148
875, 2959 1198 922 904 750 858 260 912 1178 1207
883, 2959 1198 1213 922 904 750 260 858 1089 1178
885, 2959 1198 1213 922 904 750 858 260 1178 1089
887, 2959 1198 1213 904 922 750 858 260 912 1178
889, 2959 1198 1213 904 922 750 858 912 1178 1207
893, 2959 1198 1213 922 904 750 858 260 1178 912
903, 2959 1198 1213 922 904 750 858 260 1178 912
905, 2959 1198 1213 904 922 750 858 1178 1148 912
909, 2959 1198 1213 904 922 750 858 260 1178 1089
911, 2959 1198 1213 904 922 750 858 912 260 1178
917, 2959 1198 1213 922 904 750 858 260 1178 912
923, 2959 1198 1213 904 922 750 858 260 912 1178
933, 2959 1198 1213 922 904 750 858 260 1178 1089
935, 2959 1198 1213 904 922 750 858 260 1178 912
937, 2959 1198 1213 904 922 750 858 260 1178 912
941, 2959 1198 1213 904 922 750 858 1178 260 912
943, 2959 1213 904 922 750 858 912 1178 1148 1089
947, 1198 1213 922 904 750 858 260 912 1178 1148
959, 1198 1213 922 904 750 858 260 1178 912 1148
985, 2959 1198 1213 922 904 750 858 912 260 1178
997, 2959 1198 1213 904 922 750 858 260 912 1178
1005, 2959 1213 904 922 750 858 260 1178 1148 1089
1007, 2959 1198 1213 904 750 858 260 1178 1089 1148
1009, 2959 1198 1213 904 922 750 858 260 1178 1089
1025, 2959 1198 1213 922 904 750 858 260 1178 1148
1039, 2959 1198 1213 922 750 858 1178 260 1148 318
1045, 2959 1198 1213 922 904 750 858 260 1178 1148
1049, 2959 1198 1213 922 904 750 858 260 1178 1089
1051, 2959 1198 1213 904 922 750 858 260 912 1178
1053, 2959 1198 1213 904 922 750 858 260 1178 1148
1057, 2959 1198 1213 904 922 750 858 260 1178 912
1061, 2959 1198 1213 904 922 750 858 912 1178 260
1069, 2959 1198 1213 904 922 750 858 260 1178 1148
1073, 2959 1198 1213 904 922 750 858 260 1178 1089
1077, 2959 1213 922 904 750 858 260 912 1178 1089
1079, 2959 1198 1213 922 904 750 858 260 1178 1089
1081, 2959 1213 904 922 750 858 260 912 1178 1207
1085, 2959 1198 1213 922 904 750 858 1178 1089 260
1089, 2959 1198 1213 922 904 750 858 260 1178 1089
1091, 2959 1198 1213 904 922 858 260 912 1178 1148
1093, 2959 1198 1213 904 922 750 858 260 1178 1089
1105, 2959 1198 1213 904 922 750 858 260 1178 912
1113, 2959 1198 1213 922 750 858 260 1178 912 1207
1119, 2959 1198 1213 904 922 750 858 260 1178 912
1133, 2959 1213 904 922 750 858 260 1178 912 1148
1135, 2959 1198 1213 922 750 858 260 1178 1148 912
1139, 2959 1198 1213 904 922 750 858 260 912 1178
1141, 2959 1198 1213 904 922 750 858 260 1178 912
1149, 2959 1198 1213 904 922 750 858 260 912 1178
1157, 2959 904 922 750 858 260 1178 912 1148 1089
1167, 2959 1198 1213 922 904 750 858 260 1178 912
1171, 2959 1198 1213 922 904 750 858 260 1178 1089
1175, 2959 1213 922 750 260 1178 912 1148 1207 1219
1177, 2959 1198 1213 922 904 750 858 260 1178 1089
1183, 2959 1198 1213 904 922 750 858 260 912 1178
1189, 2959 1198 1213 904 922 750 858 260 1178 912
1197, 2959 1198 1213 904 922 750 858 260 912 1178
1201, 2959 1198 1213 904 922 858 1178 1148 260 1089
1205, 2959 1198 1213 904 922 750 858 912 1178 260
1219, 2959 1198 1213 922 904 750 858 1178 1148 260
1221, 2959 1198 1213 904 922 750 858 912 260 1207
1227, 2959 1198 1213 922 904 750 858 260 1178 1089
1229, 2959 1198 1213 904 922 750 858 1178 1089 1148
1233, 2959 1198 1213 922 904 750 858 260 1178 1148
1239, 2959 1198 1213 904 922 750 858 260 1178 912
1247, 2959 1198 1213 922 904 750 858 1178 1148 318
1255, 2959 1198 1213 904 922 750 858 260 1178 912
1257, 2959 1198 1213 922 904 750 858 260 1178 1089
1273, 2959 1198 1213 922 904 750 858 260 912 1178
1277, 2959 1198 1213 922 904 750 318 858 1178 1089
1281, 2959 1198 1213 922 904 750 858 260 1178 1089
1285, 2959 1198 1213 904 922 750 858 1178 260 912
1293, 2959 1198 1213 922 904 750 858 260 1178 1089
1295, 2959 1198 1213 904 922 750 858 260 1178 1089
1303, 2959 1198 1213 904 922 750 858 260 912 1178
1309, 2959 1198 1213 904 922 750 858 260 1178 1148
1311, 2959 1198 1213 922 904 750 858 260 912 1178
1323, 2959 1198 1213 904 922 750 858 260 912 1178
1325, 2959 1198 1213 904 922 750 858 260 1178 1148
1331, 2959 1198 1213 904 922 750 858 260 1178 912
1333, 2959 1198 1213 904 922 750 858 912 260 1178
1341, 1198 1213 922 904 750 858 260 1178 1089 1148
1345, 2959 1198 1213 904 922 750 858 260 1178 1089
1347, 2959 1198 1213 922 750 858 912 1178 1148 1207
1353, 2959 1198 1213 922 904 750 260 1178 1148 912
1361, 2959 1198 1213 904 922 750 858 260 912 1178
1365, 2959 1198 1213 904 922 750 858 260 912 1178
1379, 2959 1198 1213 904 922 750 260 1178 912 1148
1385, 2959 1198 1213 904 922 750 858 260 912 1178
1391, 2959 922 904 750 858 260 1178 1148 1089 912
1395, 2959 1198 1213 922 904 750 260 858 1089 1178
1397, 2959 1198 1213 922 904 750 858 260 912 1178
1399, 2959 1198 1213 904 922 750 858 260 1178 1089
1417, 2959 1198 1213 922 904 750 260 858 1089 1178
1423, 2959 1198 904 1213 922 858 750 912 1207 260
1431, 2959 1198 904 922 750 858 260 1178 912 1148
1435, 1198 1213 904 922 750 858 260 1178 912 1148
1449, 2959 1198 1213 904 922 750 858 260 1178 912
1461, 2959 1198 1213 922 904 750 858 1089 1178 1148
1471, 2959 1198 1213 922 904 750 858 318 1178 260
1477, 2959 1198 1213 904 922 750 858 260 912 1178
1479, 2959 1198 1213 922 904 750 858 260 1178 1148
1481, 2959 1198 1213 922 904 750 858 260 1178 1089
1491, 2959 1198 1213 904 922 750 858 260 1178 1148
1493, 2959 1198 1213 904 922 750 858 260 1178 912
1501, 2959 1198 1213 904 922 750 858 260 912 1178
1507, 1213 922 904 750 858 260 1178 1148 1089 912
1511, 2959 1198 1213 904 922 750 858 260 1178 912
1515, 2959 1198 1213 922 904 750 858 260 912 1178
1527, 2959 1198 1213 922 904 750 260 1089 858 1178
1529, 2959 1198 1213 922 904 750 260 858 1178 1089
1531, 2959 1198 1213 904 922 750 858 260 1178 912
1539, 1198 1213 904 922 1178 1148 260 1089 912 318
1577, 2959 1198 1213 904 922 750 858 260 912 1178
1583, 1198 1213 904 922 750 858 260 912 1178 1148
1613, 2959 1198 1213 922 904 750 858 260 1178 1089
1617, 2959 1198 1213 922 904 750 858 260 1178 912
1619, 2959 1198 1213 922 904 750 858 260 1178 912
1623, 1198 1213 922 904 750 858 260 1178 1089 1148
1625, 2959 1198 1213 904 922 750 858 260 912 1178
1629, 1198 1213 922 904 750 858 260 1178 1089 1148
1633, 2959 1198 1213 904 922 750 858 260 1178 1148
1645, 2959 1198 904 922 750 858 260 1178 1089 1148
1651, 2959 1198 1213 922 904 750 858 260 1178 1148
1657, 2959 1198 1213 922 904 750 858 912 260 1178
1659, 2959 1198 1213 904 922 750 858 260 1178 1148
1661, 2959 1198 1213 904 922 750 858 260 1178 912
1675, 2959 1198 1213 904 922 750 858 260 1178 1089
1679, 2959 1198 1213 904 922 750 858 260 912 1178
1689, 2959 1198 1213 904 922 750 858 912 260 1178
1693, 2959 1198 1213 904 922 750 858 260 912 1178
1701, 2959 1198 1213 904 922 750 858 260 912 1178
1717, 2959 1198 1213 904 922 750 858 260 912 1178
1727, 2959 1198 1213 904 922 858 260 1178 1089 1148
1745, 2959 1198 1213 922 904 750 858 260 1178 1148
1751, 2959 1198 1213 904 922 750 260 1178 1148 912
1753, 2959 1198 1213 904 922 750 858 1178 1148 260
1757, 2959 1198 1213 922 904 750 858 260 1178 1089
1761, 2959 1198 1213 922 904 750 858 260 1178 912
1763, 2959 1198 1213 922 904 260 858 1178 1089 1148
1771, 2959 1198 1213 922 904 750 858 260 912 1178
1789, 2959 1198 1213 922 904 750 260 318 1089 1178
1791, 2959 1198 1213 922 904 750 858 260 1178 1148
1803, 2959 1198 1213 904 922 750 858 260 912 1178
1807, 2959 1198 1213 904 922 750 858 260 1178 1148
1823, 2959 1198 1213 922 904 750 858 260 1178 1148
1831, 2959 1198 1213 922 904 750 260 858 1178 1089
1833, 2959 1198 1213 904 922 750 858 1178 1148 1089
1835, 2959 1198 1213 922 904 750 858 260 1178 1148
1851, 2959 1198 1213 922 904 750 858 1178 1089 1148
1861, 2959 1213 922 904 750 858 260 1178 1148 1089
1867, 2959 1198 1213 904 922 750 858 912 1207 260
1889, 2959 1213 922 904 750 858 260 1178 1089 1148
1891, 2959 1198 1213 922 904 750 858 260 1178 1089
1897, 2959 1198 1213 922 904 858 1178 1089 1148 318
1905, 2959 1198 1213 922 904 750 858 260 1178 1089
1909, 2959 1198 904 922 750 858 260 912 1178 1148
1915, 2959 1198 1213 904 922 750 260 1178 912 1089
1921, 2959 1198 1213 922 904 750 858 260 1178 912
1925, 2959 1198 1213 904 922 750 858 1178 1148 1089
1929, 2959 1198 1213 922 904 750 858 912 1178 1207
1937, 2959 1198 1213 922 904 750 858 260 1178 1089
1939, 2959 1198 1213 904 922 750 858 260 912 1178
1949, 2959 1213 904 922 750 858 1178 1148 912 1089
1955, 2959 1198 1213 922 904 750 858 260 1178 912
1957, 2959 1198 1213 904 922 750 858 260 1178 1148
1959, 2959 1198 1213 904 922 750 858 1178 1148 260
1961, 2959 1213 904 922 750 858 1178 1148 260 912
1965, 2959 1198 1213 904 922 750 858 260 1178 912
1969, 2959 1198 904 922 750 260 1178 1089 912 1148
1979, 2959 1198 1213 904 922 750 858 912 1178 260
1985, 2959 1198 1213 904 922 750 858 912 260 1178
1993, 2959 1198 1213 904 922 750 858 260 1178 1148
1995, 2959 1198 1213 904 922 750 858 260 912 1178
1997, 2959 1213 904 922 750 858 912 260 1207 1178
2001, 2959 1198 1213 922 904 750 260 1089 318 1178
2005, 2959 904 922 750 858 260 912 1178 1207 1148
2013, 2959 1213 922 904 750 858 260 1178 1089 1148
2017, 2959 1198 1213 922 904 750 858 260 1178 1089
2019, 2959 1198 922 904 858 260 1178 1089 1148 912
2023, 2959 1198 1213 922 904 750 858 260 912 1178
2027, 2959 1198 1213 922 904 750 858 912 260 1178
2033, 2959 1198 1213 922 904 750 858 260 1178 1089
2059, 2959 1198 1213 904 922 750 858 260 1178 1089
2063, 2959 1198 1213 922 904 750 858 260 1178 1089
2069, 2959 1198 1213 922 904 750 858 260 912 1178
2077, 2959 1198 1213 904 922 750 858 260 912 1178
2079, 2959 1213 922 904 750 260 858 1178 1089 1148
2085, 2959 1198 1213 922 904 750 858 260 1178 912
2087, 2959 1198 1213 904 922 750 858 260 1178 912
2099, 2959 1198 1213 922 904 750 858 260 1178 912
2101, 2959 1198 1213 922 904 750 318 260 1178 858
2121, 2959 1198 1213 904 922 750 858 1178 260 912
2127, 1213 922 904 750 858 1178 1148 1089 912 1207
2133, 2959 1198 1213 904 922 750 858 1178 1148 260
2145, 2959 1198 1213 904 922 750 858 1178 260 1148
2151, 2959 1198 1213 922 904 750 858 260 912 1178
2179, 2959 1198 1213 904 922 750 858 260 1178 1148
2185, 2959 1198 1213 922 904 750 858 1178 1148 260
2193, 2959 1213 922 904 750 858 260 1178 1148 912
2195, 2959 1198 1213 904 922 750 260 912 1178 1148
2197, 2959 1198 1213 922 904 858 260 912 1178 1148
2201, 2959 1213 904 922 750 858 260 1178 912 1148
2207, 2959 1198 1213 904 922 750 858 260 1178 1148
2209, 2959 1198 922 750 1178 260 1148 912 1207 1089
2221, 2959 1198 1213 904 922 750 858 260 1178 1089
2223, 1213 922 904 750 260 318 1178 858 1148 912
2229, 2959 1198 1213 922 904 750 858 1178 1089 260
2231, 2959 1198 1213 904 922 750 858 260 1178 912
2241, 2959 1198 1213 922 904 750 858 260 1178 1089
2243, 2959 1198 1213 904 922 750 858 1178 260 1148
2247, 2959 922 904 750 260 858 1178 1148 912 318
2249, 2959 1198 1213 904 922 750 1178 912 1148 1089
2257, 2959 1198 1213 904 922 750 858 1178 260 1089
2261, 2959 1198 904 922 750 858 260 912 1207 1178
2263, 2959 1198 1213 904 922 750 858 260 1178 1089
2267, 2959 1198 1213 922 904 750 260 1178 1148 1089
2277, 2959 1198 1213 922 904 750 260 1089 858 1178
2297, 2959 1198 1213 904 922 750 858 1178 1148 1089
2299, 2959 1198 1213 922 750 858 260 1178 1148 1089
2305, 2959 1198 1213 904 922 750 858 260 912 1178
2313, 2959 1198 1213 922 904 750 858 260 1178 912
2321, 2959 1198 1213 904 750 858 260 1178 912 1148
2323, 2959 1198 1213 922 904 750 858 1178 1089 260
2333, 2959 1198 1213 922 904 750 858 260 1178 1089
2335, 2959 1213 904 922 750 858 260 912 1178 1148
2341, 2959 1198 1213 922 904 750 858 260 1178 1148
2357, 2959 1198 1213 904 922 750 858 260 1178 912
2359, 2959 1198 1213 904 922 750 858 260 1178 1148
2363, 1198 904 922 750 858 1178 260 1148 912 1089
2367, 2959 1198 1213 922 904 750 858 260 1178 1089
2369, 2959 1198 1213 922 904 750 858 260 1178 1089
2383, 2959 1198 1213 922 904 750 858 260 1178 1089
2391, 2959 1198 1213 922 904 750 858 260 912 1178
2393, 2959 1198 1213 904 922 750 858 260 912 1178
2395, 2959 1198 1213 922 904 750 858 260 1178 1148
2397, 2959 1198 1213 904 922 750 858 260 912 1178
2409, 2959 1198 1213 922 904 750 858 260 1178 912
2411, 2959 1198 1213 904 922 750 858 1178 1148 912
2413, 2959 1198 1213 904 922 750 858 260 912 1178
2415, 2959 1198 1213 922 904 750 858 260 1178 912
2417, 2959 1198 1213 922 904 750 858 1178 1148 912
2429, 2959 1198 1213 922 904 858 260 1178 1089 318
2443, 2959 1198 1213 922 904 750 858 260 1178 1148
2459, 2959 1198 1213 904 922 750 858 1178 1089 1148
2485, 2959 1198 1213 922 904 750 858 1178 1089 912
2487, 2959 1198 1213 922 904 750 858 260 1178 1089
2491, 2959 1198 1213 904 922 750 858 912 1178 1148
2499, 2959 1198 1213 922 904 750 858 260 1178 1089
2501, 2959 1198 1213 922 904 750 858 260 1178 1089
2509, 1198 1213 904 922 750 858 260 1178 1148 912
2511, 2959 1198 1213 922 750 858 260 1178 912 1148
2515, 2959 1198 1213 904 922 750 858 260 912 1178
2521, 2959 1198 1213 922 904 750 260 858 1178 1089
2529, 2959 1198 1213 922 904 750 260 858 1089 1178
2531, 2959 1198 1213 922 750 858 260 1178 1148 1089
2537, 2959 1198 1213 904 922 750 858 260 1178 1148
2551, 2959 1198 1213 904 922 750 858 260 912 1178
2553, 2959 1198 1213 904 922 750 858 1178 260 1148
2559, 1198 1213 922 904 750 858 260 1178 1089 1148
2563, 2959 1198 1213 922 904 750 858 260 1178 912
2567, 2959 1198 1213 922 750 858 260 912 1178 1089
2579, 2959 1198 1213 922 904 750 858 260 1178 1089
2581, 2959 1198 1213 922 750 858 1178 1148 912 1089
2591, 2959 1198 1213 904 922 750 858 260 1178 912
2597, 2959 904 922 750 858 912 1178 1148 1207 1089
2599, 2959 1198 1213 904 922 750 858 260 1178 912
2601, 2959 1198 922 904 750 260 858 1178 1089 1148
2613, 2959 1198 1213 904 922 750 858 260 1178 912
2615, 2959 1198 1213 922 904 750 858 260 1178 1089
2619, 2959 1198 1213 922 904 750 858 260 1178 912
2621, 2959 1198 1213 922 904 750 858 912 1178 1089
2623, 2959 1198 1213 922 904 750 858 260 912 1178
2625, 2959 1198 1213 904 922 750 858 260 1178 1148
2627, 2959 1198 1213 904 922 750 858 260 1178 912
2661, 2959 1198 1213 922 904 750 858 260 912 1178
2667, 2959 1198 1213 904 922 750 260 912 1178 1148
2677, 2959 1198 1213 904 922 750 858 1178 1089 1148
2681, 2959 1198 1213 904 922 750 858 260 1178 912
2697, 2959 1198 1213 904 922 750 260 1178 1148 1089
2709, 2959 1198 1213 922 904 750 858 260 1178 1089
2719, 2959 1198 1213 904 922 750 858 260 912 1178
2721, 2959 1198 1213 922 750 858 260 912 1178 1219
2731, 2959 904 1213 922 750 858 912 260 1207 1178
2757, 2959 1198 1213 922 904 750 858 260 1178 1148
2763, 2959 1198 1213 904 922 750 858 260 1178 1148
2775, 2959 1198 1213 904 922 750 858 260 912 1178
2781, 2959 1198 1213 922 904 750 858 260 912 1178
2795, 2959 1198 1213 904 922 750 858 1178 260 1148
2797, 2959 1198 1213 904 922 750 858 1178 260 1148
2803, 2959 1213 904 922 750 858 260 912 1178 1207
2817, 1198 1213 922 904 750 858 260 1178 912 1148
2821, 2959 1198 1213 904 922 750 858 260 1178 912
2823, 2959 1198 1213 904 922 750 858 260 1178 912
2825, 2959 1198 1213 904 922 750 858 260 912 1178
2827, 2959 1198 1213 904 922 750 858 260 1178 912
2843, 1198 1213 904 922 750 858 260 1178 1148 912
2847, 2959 1198 1213 904 922 750 858 260 1178 1148
2853, 2959 1198 1213 922 904 750 260 858 1089 1178
2869, 2959 1198 1213 904 922 750 858 260 1178 1089
2871, 2959 1198 1213 904 922 750 858 260 1178 912
2873, 2959 1198 1213 904 922 750 858 260 1178 1089
2879, 2959 1198 1213 904 922 750 858 260 912 1178
2883, 2959 1198 1213 922 904 750 858 260 1178 912
2889, 2959 1198 1213 904 922 750 260 1178 1148 912
2895, 2959 1198 1213 922 904 750 260 1178 1089 912
2903, 2959 1198 1213 922 904 750 858 260 1178 1089
2915, 1198 1213 904 922 750 858 260 1178 1089 1148
2939, 2959 1198 1213 904 922 750 858 260 1178 1148
2941, 2959 1198 1213 922 904 750 858 260 1178 1089
2949, 2959 1198 1213 904 922 750 260 1178 912 1148
2953, 2959 1198 1213 922 750 858 260 1178 1089 1148
2957, 2959 1198 1213 922 904 750 858 260 1178 1148
2959, 2959 1198 1213 904 922 750 858 260 1178 912
2961, 2959 1198 1213 904 922 750 858 260 1178 912
2965, 2959 1198 1213 904 922 750 858 260 1178 912
2967, 2959 1213 904 922 750 858 260 1178 912 1089
2983, 2959 1198 1213 904 922 750 858 260 1178 912
2987, 2959 1198 1213 922 904 750 858 260 1178 1089
2991, 2959 1198 1213 922 904 750 1178 1148 1089 912
2997, 2959 1198 1213 904 922 750 858 260 1178 912
3001, 2959 1198 1213 904 922 750 858 912 1178 1089
3005, 2959 1198 1213 904 922 750 858 260 1178 1148
3009, 2959 1198 1213 922 904 858 260 1178 912 1089
3019, 2959 1198 1213 904 922 750 858 260 1178 912
3021, 2959 1198 1213 904 922 858 260 1178 1148 912
3027, 2959 922 904 750 260 858 1089 1178 1148 912
3029, 2959 1198 1213 922 904 750 858 260 1178 1089
3035, 2959 1198 1213 922 904 750 858 260 1178 1089
3039, 2959 1198 1213 904 922 750 858 260 1178 912
3041, 2959 1198 1213 904 922 750 858 1178 260 1148
3043, 2959 1198 1213 922 904 750 858 260 1178 1089
3045, 2959 1198 1213 922 904 750 858 260 1178 912
3055, 2959 1198 1213 904 922 750 858 1178 912 1148
3057, 2959 1198 1213 904 922 750 858 260 1178 1089
3061, 2959 1198 1213 922 904 750 858 260 1178 1089
3067, 2959 1198 1213 922 904 750 858 1178 1148 260
3079, 2959 1198 1213 904 922 750 858 1178 260 1089
3085, 2959 1198 1213 922 904 750 260 858 318 1089
3087, 2959 1198 1213 904 922 750 858 260 1178 1148
3089, 2959 1198 1213 922 904 750 858 260 1178 1148
3095, 2959 1198 1213 904 922 750 858 260 1178 912
3103, 2959 1198 1213 904 922 750 858 260 1178 1148
3109, 2959 1213 904 922 750 858 260 1178 912 1089
3117, 2959 1198 1213 904 922 750 858 1178 260 1148
3135, 2959 1198 1213 922 904 750 858 260 1178 1148
3139, 2959 1198 1213 904 922 750 858 260 1178 1148
3141, 2959 1198 1213 904 922 750 858 260 1178 1148
3143, 2959 1198 1213 904 922 750 858 912 260 1178
3147, 2959 1198 1213 922 904 750 858 260 1178 1089
3157, 2959 1198 922 904 750 858 1178 1148 1089 912
3169, 2959 1198 904 922 750 858 1178 260 1148 912
3171, 2959 1198 1213 904 922 750 912 1178 1207 1148
