itemID,visual_f1,visual_f2,visual_f3,visual_f4,visual_f5,visual_f6,visual_f7,title,genres,year,tag
105,0.662576136,0.622785151,0.641041967,0.58135004,0.554379663,0.450651976,0.582452442,"Bridges of Madison County, The (1995)",Drama|Romance,1995,"['adultery', 'affair', 'adapted from:book', 'sentimental', 'deliberate', 'heartwarming', 'lyrical', 'sentimental', 'tearjerking', 'warm', 'wistful', 'chick flick', 'Bechdel Test:Pass', 'Book', 'Based on a Book', 'Clint Eastwood', 'Meryl Streep', 'Clint Eastwood', 'affair', 'affair', 'bittersweet', 'Meryl Streep', 'sentimental', 'warm', 'love story', 'affair', 'heartwarming', 'based on a book', 'Iowa', 'passionate', 'affair', 'bittersweet', 'Clint Eastwood', 'Meryl Streep', 'real life', 'romance', 'seen 2011', 'BD-R', 'affair', 'Bechdel Test:Pass']"
107,0.668643024,0.558635986,0.535862752,0.7110304479999999,0.7178328909999999,0.51389603,0.620901729,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996,"['Muppets', 'pirates', 'treasure', 'treasure', 'treasure', 'muppets', 'Tim Curry', 'treasure', 'treasure', 'treasure', 'treasure', 'treasure', 'Billy Connolly', 'pirates', 'Tim Curry', 'Bill Connolly', 'David Goelz', 'Jennifer Saunders', 'Steve Whitmire', 'Tim Curry', 'treasure', 'treasure', 'treasure', 'treasure', 'treasure', 'treasure', 'treasure', 'treasure', 'treasure', 'muppets', 'pirates', 'treasure', 'treasure', 'treasure', 'treasure', 'treasure', 'treasure', 'treasure', 'treasure', 'muppets', 'pirates', 'muppets', 'based on a book', 'based on a TV show', 'franchise', 'puppets', 'Robert Louis Stevenson', 'talking animals', 'treasure', 'treasure', 'treasure', 'muppets', 'based on a book', 'Bill Connolly', 'Billy Connolly', 'David Goelz', 'franchise', 'Jennifer Saunders', 'muppets', 'pirates', 'Steve Whitmire', 'talking animals', 'Tim Curry', 'coming of age', 'treasure', 'treasure', 'treasure', 'pirates', 'treasure', 'treasure', 'treasure']"
111,0.748946089,0.57202172,0.566658848,0.548122889,0.590683456,0.523807583,0.602543897,Taxi Driver (1976),Crime|Drama|Thriller,1976,"['BFI classic', 'killer-as-protagonist(?)', 'psychopath as hero', 'setting:NYC', 'Classic', 'Robert De Niro', 'atmospheric', 'dark', 'Jodie Foster', 'masterpiece', 'social commentary', 'loneliness', 'Martin Scorsese', 'Robert De Niro', 'cult film', 'disturbing', 'paranoid', 'social commentary', 'atmospheric', 'classic', 'cult film', 'dark', 'disturbing', 'insanity', 'loneliness', 'mental illness', 'new york city', 'prostitution', 'psychology', 'serial killer', 'social commentary', 'vigilante', 'ASSASSINATION PLOTS', 'disturbing', 'forceful', 'grim', 'lurid', 'menacing', 'OBSESSIVE QUESTS', 'paranoid', 'PROSTITUTES', 'UNREQUITED LOVE', 'visceral', 'loneliness', '5 stars', 'masterpiece', 'dark', 'loneliness', 'Classic', 'cult film', 'insanity', 'Jodie Foster', 'Martin Scorsese', 'New York City', 'Robert De Niro', 'social commentary', 'loneliness', 'Martin Scorsese', 'dark', 'mental illness', 'loneliness', 'grim', 'Robert De Niro', 'vigilante', 'dark', 'mental illness', 'psychology', 'social commentary', 'ohsoso', 'assassination', 'atmospheric', 'cult film', 'disturbing', 'insanity', 'Jodie Foster', 'loneliness', 'mental illness', 'New York', 'New York City', 'psychology', 'Robert De Niro', 'social commentary', 'Bernard Herrmann', 'Cybill Shepherd', 'Jodie Foster', 'atmospheric', 'cult film', 'disturbing', 'grim', 'insanity', 'dark', 'Martin Scorsese', 'Robert De Niro', 'masterpiece', 'atmospheric', 'cult film', 'disturbing', 'grim', 'insanity', 'New York', 'New York City', 'paranoid', 'prostitution', 'social commentary', 'vigilante', 'vigilantism', 'visceral', 'cult film', 'dark', 'Jodie Foster', 'loneliness', 'mental illness', 'Jodie Foster', 'Prostitution', 'Robert De Niro', 'neo-noir', 'Film Theory & Criticism', 'Martin Scorsese', 'assassination', 'grim', 'Jodie Foster', 'Martin Scorsese', 'OBSESSIVE QUESTS', 'prostitution', 'Robert De Niro', 'social commentary', 'classic', 'loneliness', 'dark', 'mental illness', 'anti-hero', 'disturbing', 'Robert De Niro', 'vigilante', 'mental illness', 'atmospheric', 'dark', 'mental illness', 'movie to see', 'loneliness', 'cult film', 'Martin Scorsese', 'mental illness', 'Classic', 'disturbing', 'Martin Scorsese', 'Robert De Niro', 'mental illness', 'Classic', 'dark', 'Jodie Foster', 'Martin Scorsese', 'Robert De Niro', 'social commentary', 'Robert De Niro', 'loneliness', 'mental illness', 'mental illness', 'lengthy', 'Robert De Niro', 'Martin Scorsese', 'Robert De Niro', 'forceful', 'imdb top 250', 'Jodie Foster', 'Martin Scorsese', 'Robert De Niro', 'disturbing', 'dark', 'mental illness', 'mental illness', 'dark', 'atmospheric', 'cult film', 'disturbing', 'grim', 'insanity', 'Jodie Foster', 'Martin Scorsese', 'paranoid', 'prostitution', 'Robert De Niro', 'social commentary', 'visceral', 'cult film', 'atmospheric', 'cult film', 'disturbing', 'paranoid', 'dark', 'loneliness', 'masterpiece', 'assassination', 'atmospheric', 'Classic', 'cult film', 'paranoid', 'prostitution', 'Robert De Niro', 'social commentary', 'vigilante', 'visceral', 'Atmospheric', 'Cult film', 'loneliness', 'dvd', 'masterpiece', 'anomie', 'assassination', 'atmospheric', 'Classic', 'cult film', 'dark', 'disturbing', 'Film Theory & Criticism', 'forceful', 'Golden Palm', 'New York City', 'Oscar Nominee: Best Picture', 'visceral', 'Robert De Niro', 'dark', 'atmospheric', 'Robert De Niro', 'dark', 'mental illness', 'psychopath', 'vigilatism', 'cult film', 'Martin Scorsese', 'atmospheric', 'Classic', 'forceful', 'psychopath', 'slow', 'AFI #47', 'Best Performance:  Robert De Niro as Travis Bickle', 'cult film', 'loneliness', 'BORING!', 'dark', 'dark', 'assassination', 'atmospheric', 'Classic', 'cult film', 'disturbing', 'Jodie Foster', 'Martin Scorsese', 'New York City', 'paranoid', 'prostitution', 'Robert De Niro', 'social commentary', 'vigilantism', 'dark', 'mental illness', 'Martin Scorsese', 'cameo:Martin Scorsese', 'cinematographer:Michael Chapman', 'setting:NYC', 'Martin Scorsese', 'assassination', 'insane', 'Martin Scorsese', 'Classic', 'Deconstructive', 'loneliness', 'atmospheric', 'Classic', 'disturbing', 'New York City', 'loneliness', 'masterpiece', 'Classic', 'cult film', 'imdb top 250', 'Martin Scorsese', 'Robert De Niro', 'alienation', 'atmospheric', 'Martin Scorsese', 'masterpiece', 'vigilantism', 'visceral', 'assassination', 'Cybill Shepherd', 'guns', 'Harvey Keitel', 'insanity', 'Jodie Foster', 'Martin Scorsese', 'New York City', 'Peter Boyle', 'Robert De Niro', 'taxi driver', 'dark', 'mental illness', 'atmospheric', 'Martin Scorsese', 'Robert De Niro', 'social commentary', 'masterpiece', 'masterpiece', 'dark', 'mental illness', 'dark', 'mental illness', 'cult film', 'Harvey Keitel', 'Jodie Foster', 'Peter Boyle', 'Robert De Niro', 'masterpiece', 'anomie', 'Jodie Foster', 'Martin Scorsese', 'Robert De Niro', 'character study', 'atmospheric', 'classic', 'dark', 'disturbing', 'mental illness', 'New York City', 'Robert De Niro', 'loneliness', 'going postal', 'imdb top 250', 'insanity', 'New York City', 'prostitution', 'vigilante', 'assassination', 'Classic', 'cult film', 'Martin Scorsese', 'New York City', 'Robert De Niro', 'visceral', 'social commentary', 'atmospheric', 'dark', 'Golden Palm', 'imdb top 250', 'loneliness', 'Martin Scorsese', 'mental illness', 'psychology', 'Robert De Niro', 'social commentary', 'DeNiro', 'loneliness', 'masterpiece', 'masterpiece', 'Classic', 'Martin Scorsese', 'New York City', 'Robert De Niro', 'social commentary', 'masterpiece', 'very good thriller', 'atmospheric', 'Classic', 'social commentary', 'assassination', ""Can't remember"", 'masterpiece', 'dark', 'disturbing', 'grim', 'psychology', 'psychopath', 'robert de niro', 'social commentary', 'Martin Scorsese', 'dark', 'AFI 100', 'AFI 100 (Movie Quotes)', 'AFI 100 (Thrills)', 'Martin Scorsese', 'masterpiece', 'atmospheric', 'cult film', 'disturbing', 'forceful', 'grim', 'Jodie Foster', 'Martin Scorsese', 'New York City', 'Robert De Niro', 'vigilantism', 'cult film', 'dark', 'psychopaths', 'Robert De Niro', 'dark', 'mental illness', 'masterpiece', 'dark', 'dark', 'Robert De Niro', 'vigilantism', 'loneliness', 'dark', 'mental illness', 'robert de niro', 'assassination', 'atmospheric', 'cult film', 'disturbing', 'forceful', 'grim', 'New York City', 'psychopath', 'Robert De Niro', 'vigilantism', 'visceral', 'masterpiece', 'atmospheric', 'Martin Scorsese', 'assassination', 'Classic', 'Martin Scorsese', 'dark', 'mental illness', 'Robert De Niro', 'Martin Scorsese', 'cult film', 'robert de niro', 'scorcese', 'Classic', 'grim', 'Jodie Foster', 'New York City', 'social commentary', 'atmospheric', 'disturbing', 'Robert De Niro', 'social commentary', 'cult film', 'Martin Scorsese', 'social commentary', 'disturbing', 'loneliness', 'loneliness', 'cult film', 'disturbing', 'Jodie Foster', 'Martin Scorsese', 'Robert De Niro', 'visceral', 'cult film', 'Martin Scorsese', 'dark', 'Do zassania', 'loneliness', 'loneliness', 'loneliness', 'New York', 'prostitution', 'vigilante', 'Betamax', 'CLV', 'Classic', 'cult film', 'classic', 'loneliness', 'disturbing', 'overrated', 'paranoid', 'psychology', 'Robert De Niro', 'social commentary', 'vigilante', 'going postal', 'guns', 'loneliness', 'atmospheric', 'cult film', 'disturbing', 'grim', 'imdb top 250', 'Jodie Foster', 'New York City', 'Robert De Niro', 'social commentary', 'vigilante', 'vigilantism', 'visceral', 'Jodie Foster', 'Robert De Niro', 'alienation', 'Golden Palm', ""memasa's movies"", 'mohawk', 'movie theatre', 'National Film Registry', 'post-traumatic stress disorder', 'presidential elections', 'taxi driver', 'Vietnam war veteran', 'loneliness', 'Bibliothek', 'Golden Palm', 'masterpiece', 'Classic', 'Classic', 'cult film', 'dark', 'mental illness', 'cult film', 'mental illness', ""Tumey's DVDs"", ""Tumey's To See Again"", 'loneliness', 'loneliness']"
114,0.648881171,0.526903725,0.532968828,0.772264066,0.7463930679999999,0.398543937,0.642918679,Margaret's Museum (1995),Drama,1995,"['Mort Ransen', 'Canada', 'mining', 'Nova Scotia', 'less than 300 ratings', 'might like']"
116,0.761579157,0.523826662,0.532406302,0.5352269070000001,0.505039049,0.376619074,0.428576219,Anne Frank Remembered (1995),Documentary,1995,"['Oscar:documentary', 'The Shoah', 'germany', 'holocaust', 'jews', 'nazis', 'true story', 'wwII', 'archive footage', 'Biography', 'Glenn Close', 'Kenneth Branagh', 'World War II', 'anti-Semitism', 'archive footage', 'BBC produced', 'Biography', 'germany', 'Glenn Close', 'Holocaust', 'jews', 'nazis', 'Oscar (Best Documentary Feature)', 'PG', 'true story', '2.5', 'Jon Blair', 'Biography', 'Holocaust', 'Oscar (Best Documentary Feature)', 'true story', 'Holocaust', 'too small', 'anti-Semitism', 'germany', 'Holocaust', 'nazis']"
117,0.7007464090000001,0.525076189,0.5327008000000001,0.730358244,0.745883958,0.38253223700000005,0.5651301989999999,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995,"['disturbing', 'Benjamin Ross', 'AWESOME', 'COOL', 'MURDER', 'dysfunctional family', 'true story', 'to see']"
121,0.744319912,0.644954935,0.647797104,0.686234153,0.710002021,0.49812939100000003,0.615338156,"Boys of St. Vincent, The (1992)",Drama,1992,"['based on a true story', 'child abuse', 'child abuse', 'sexual abuse', 'child abuse', 'paedophilia', 'pedophile', 'sexual abuse', 'child abuse', 'John N. Smith', '1970s', 'Catholicism', 'child abuse', 'Christianity', 'corruption', 'cover up', 'made for TV', 'orphans', 'police corruption', 'religion', 'true story', 'child abuse', 'sexual abuse', 'To See']"
122,0.7513059679999999,0.6528806970000001,0.647106599,0.624652908,0.616668985,0.536821787,0.584930475,Boomerang (1992),Comedy|Romance,1992,"['Nudity (Topless - Brief)', ""Can't remember"", 'dating', 'CLV']"
123,0.607674116,0.5388370929999999,0.530879023,0.7907309,0.805322085,0.637261023,0.652761045,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994,"['Hong Kong', 'urbane', 'wong kar wai', 'excellent', 'BRIEF ENCOUNTERS', 'dreamlike', 'fanciful', 'lyrical', 'melancholy', 'MISTAKEN IDENTITIES', 'nocturnal', 'OPPOSITES ATTRACT', 'reflective', 'stylized', 'urbane', 'amelie-esque', 'dreamlike', 'fanciful', 'good music', 'lyrical', 'melancholy', 'narrated', 'reflective', 'stylized', 'HongKong', 'dreamlike', 'stylized', 'narrated', 'cinematography', 'loneliness', 'love', 'love story', 'scenic', 'script', 'stylized', 'stylized', 'Criterion', 'Takeshi Kaneshiro', 'Wong Kar-wai', 'cops', 'good music', 'Hong Kong', 'loneliness', 'narrated', 'dreamlike', 'reflective', 'stylized', 'Criterion', 'fanciful', 'Hong Kong', 'reflective', 'stylized', 'Wong Kar Wai', 'BREAKUPS AND DIVORCES', 'Criterion', 'dreamlike', 'fanciful', 'good music', 'lyrical', 'obsession', 'smuggling', 'urbane', 'wong kar wai', 'plot light', 'reflective', 'stylized', 'nan', 'Chungking Mansions', 'Faye Wong', 'good music', 'great acting', 'loneliness', 'obsession', 'Takeshi Kaneshiro', 'Tony Leung Chiu Wai', 'airport', 'birthday', 'BREAKUPS AND DIVORCES', 'cops', 'foggy', 'good music', 'Hong Kong', 'indians', 'ironic', 'jogging', 'jukebox', 'library vhs', 'loneliness', 'May 1', 'Movielens QuickPick', 'my shopping list', 'obsession', 'on dvr', 'pineapple', 'smuggling', 'stewardess', 'sunglasses', 'ticket', 'time']"
125,0.6849062029999999,0.664109362,0.722894094,0.5500364999999999,0.5440488720000001,0.443453431,0.631930586,Flirting With Disaster (1996),Comedy,1996,"['Ben Stiller', 'Nudity (Topless - Brief)', 'Screwball Comedy', 'Ben Stiller', 'Patricia Arquette', 'TÃ©a Leoni', 'gratuitous sex', 'Nudity (Topless - Brief)', 'Screwball Comedy', 'want to see again', 'David O. Russell', 'David O. Russell', 'ensemble cast', 'Screwball Comedy', 'ensemble cast', 'Ben Stiller', 'Glenn Fitzgerald', 'Patricia Arquette', 'Téa Leoni', 'watch the credits', 'Ben Stiller', 'David O. Russell', 'Patricia Arquette', 'TÃ©a Leoni', 'instant view']"
132,0.557735203,0.7335567270000001,0.7518101309999999,0.720067969,0.7232590940000001,0.562360359,0.784853722,Jade (1995),Thriller,1995,"['Chazz Palminteri', 'Linda Fiorentino', 'Sex', 'Nudity (Rear)', 'Nudity (Topless - Brief)', 'flop', 'Nudity (Rear)', 'San Francisco', 'screenwriter:Joe Eszterhas', 'CLV']"
135,0.65272474,0.767382275,0.780019983,0.808569678,0.787446295,0.655524812,0.694546433,Down Periscope (1996),Comedy,1996,"['setting:submarine', 'rebel commander', 'renegade crew', 'rusty sub', 'submarine', 'U.S. Navy submarine', 'Good Comedy', 'submarine', 'submarine', 'Good Comedy', 'submarine', 'David S. Ward', 'Harland Williams', 'Patton Oswalt', 'submarine', 'submarine', 'Bruce Dern', 'Harland Williams', 'Harry Dean Stanton', 'Kelsey Grammer', 'Lauren Holly', 'rebel commander', 'renegade crew', 'Rip Torn', 'Rob Scheider', 'rusty sub', 'U.S. Navy submarine', 'William H. Macy']"
140,0.528756247,0.540965032,0.54485319,0.56796334,0.595916088,0.498325943,0.7503220420000001,Up Close and Personal (1996),Drama|Romance,1996,"['love story', 'journalism', 'love story', 'afternoon section', 'journalism', 'Stockard Channing', 'Bibliothek']"
141,0.764624533,0.546108441,0.546603298,0.649954734,0.670955845,0.510847268,0.538648618,"Birdcage, The (1996)",Comedy,1996,"['Robin Williams', 'adapted from:play', 'queer?', 'RemakeOf:La Cage aux folles (1978)', 'comedy', 'drag queens', 'gay', 'Gay stereotypes', 'queer', 'Robin Williams', 'comedy', 'Robin Williams', 'gay', 'homosexual theme', 'based on a play', 'comedy', 'cross dressing', 'cross dressing men', 'crossdressing', 'gay', 'Gay stereotypes', 'Gene Hackman', 'homosexual theme', 'Madonna', 'Mike Nichols', 'queer', 'remake', 'Robin Williams', 'gay', 'cliche', 'gay parenting', 'Gay stereotypes', 'homosexual theme', 'gay', 'comedy', 'Gene Hackman', 'Hank Azaria', 'Robin Williams', 'based on a play', 'comedy', 'Gay stereotypes', 'Robin Williams', 'Gene Hackman', 'Robin Williams', 'comedy', 'crossdressing', 'Gay stereotypes', ""can't remember"", 'Mike Nichols', 'based on a play', 'cross dressing', 'cross dressing men', 'gay', 'gay stereotypes', 'queer', 'remake', 'watch-fully', 'comedy', 'comedy', 'CLV', 'might like', 'comedy', 'gay', 'homosexuality', 'Gay stereotypes']"
144,0.728295238,0.761286605,0.7630713720000001,0.6176857920000001,0.56208644,0.60159322,0.554260517,"Brothers McMullen, The (1995)",Comedy,1995,"['family', 'Irish', 'Edward Burns', 'reviewed']"
147,0.74845464,0.595921588,0.645339681,0.6597570070000001,0.659139179,0.535826703,0.651882955,"Basketball Diaries, The (1995)",Drama,1995,"['addiction', 'based on a true story', 'Catholicism', 'drugs', 'ending', 'escape', 'heroin', 'intense', 'Leonardo DiCaprio', 'male nudity', 'male prostitute', 'masturbation', 'mother-son relationship', 'New York City', 'prostitution', 'school', 'true story', ""WRITER'S LIFE"", 'Mark Wahlberg', 'based on a true story', 'drugs', 'heroin', 'Book', 'Basketball', 'Bruno Kirby', 'Drug Addiction', 'Ernie Hudson', 'Juliette Lewis', 'Leonardo DiCaprio', 'Lorraine Bracco', 'Mark Wahlberg', 'Michael Imperioli', 'Leonardo DiCaprio', 'Mark Wahlberg', 'addiction', 'based on a book', 'based on a true story', 'drugs', 'escape', 'heroin', 'Leonardo DiCaprio', 'PROSTITUTES', 'prostitution', 'teacher student relationship', 'NO_FA_GANES', 'Leonardo DiCaprio', 'Scott Kalvert', 'addiction', 'drugs', 'escape', 'Leonardo DiCaprio', 'New York City', 'drug addiction', 'based on a true story', 'Catholicism', 'drug abuse', 'intense', ""writer's process"", 'Not moving', 'drug abuse', 'drug addiction', 'addiction', 'based on a book', 'drugs', 'prostitution', 'true story', 'Leonardo DiCaprio', 'very good', 'based on a true story', 'Catholicism', 'diary', 'escape', 'expelled from school', 'male nudity', 'male prostitute', 'masturbation', 'mother-son relationship', 'New York City', 'on dvr', 'PROSTITUTES', 'school', 'teacher student relationship', ""WRITER'S LIFE"", 'drugs', 'true story']"
149,0.738982907,0.622652934,0.625258411,0.798843333,0.7748043509999999,0.540574102,0.545139704,Amateur (1994),Crime|Drama|Thriller,1994,"['AMNESIA', 'cerebral', 'deliberate', 'HAUNTED BY THE PAST', 'humorous', 'literate', 'quirky', 'REDEMPTION', 'stylized', 'UNLIKELY FRIENDSHIPS', 'whimsical', 'amnesia', 'cerebral', 'Hal Hartley', 'amnesia', 'Interesting']"
